"id";"title";"author";"year";"isbn"
"1249";"Four Past Midnight";"Stephen King";"1990";"0450542882"
"1250";"The Thorn Birds";"Colleen McCullough";"1977";"0380018179"
"1251";"That Night";"Chevy Stevens";"2014";"1250034604"
"1252";"Broken Angels";"Richard K. Morgan";"2003";"0345457714"
"1253";"True Blue";"David Baldacci";"2009";"0446195510"
"1254";"The magician's nephew";"C.S. Lewis";"1953";"0060764902"
"1255";"La peste";"Albert Camus, Stuart Gilbert";"1947";"0679720219"
"1256";"The Fury and Dark Reunion";"L.J. Smith";"2007";"0061140988"
"1257";"The Da Vinci Code";"Dan Brown";"2003";"0307277674"
"1258";"Ninth Key";"Meg Cabot";"2001";"0060725125"
"1259";"Envy";"Anna Godbersen";"2009";"0061345725"
"1260";"Skippy Dies";"Paul Murray";"2010";"0241141826"
"1261";"The Lost Colony";"Eoin Colfer";"2006";"0786849568"
"1262";"Barefoot";"Elin Hilderbrand";"2007";"0316018589"
"1263";"Owl Moon";"Jane Yolen, John Schoenherr";"1987";"0399214577"
"1264";"Defending Jacob";"William Landay";"2012";"0385344228"
"1265";"Plum Lovin'";"Janet Evanovich";"2007";"0312306342"
"1266";"The Psychopath Test";"Jon Ronson";"2011";"1594485755"
"1267";"Ashes to Ashes";"Tami Hoag";"1999";"0553589172"
"1268";"Foxglove Summer";"Ben Aaronovitch";"2014";"0575132507"
"1269";"It Happened One Autumn";"Lisa Kleypas";"2005";"0060562498"
"1270";"The Wright Brothers";"David McCullough";"2015";"1476728747"
"1271";"The Prefect";"Alastair Reynolds";"2007";"0575077166"
"1272";"Undaunted Courage";"Stephen E. Ambrose";"1996";"074347788X"
"1273";"The History of Love";"Nicole Krauss";"2005";"0393328627"
"1274";"Sisterland";"Curtis Sittenfeld";"2013";"1400068312"
"1275";"Bloodfever";"Karen Marie Moning";"2007";"038533916X"
"1276";"In His Steps";"Charles M. Sheldon";"1896";"1557488150"
"1277";"Wife by wednesday";"Catherine Bybee";"2011";"1467964409"
"1278";"The First Bad Man";"Miranda July";"2015";"1439172560"
"1279";"Lover Avenged, part one";"J.R. Ward";"2010";"0451229851"
"1280";"Lover Enshrined, part one";"J.R. Ward";"2008";"0451222725"
"1281";"Redeployment";"Phil Klay";"2014";"1594204993"
"1282";"The Winds of War";"Herman Wouk";"1971";"0316952664"
"1283";"Morrigan's Cross";"Nora Roberts";"2006";"0515141658"
"1284";"The Other Typist";"Suzanne Rindell";"2013";"0241963745"
"1285";"Just Kids";"Patti Smith";"2010";"006621131X"
"1286";"The Dogs of Babel";"Carolyn  Parkhurst";"2003";"0316778508"
"1287";"Lit";"Mary Karr";"2008";"0060596988"
"1288";"Cat Among the Pigeons";"Agatha Christie";"1959";"0425205967"
"1289";"The Tortilla Curtain";"T.C. Boyle";"1995";"014023828X"
"1290";"Gossip Girl";"Cecily von Ziegesar";"2002";"0316910333"
"1291";"Erak's Ransom";"John Flanagan";"2007";"1741662095"
"1292";"The Fallen Angel";"Daniel Silva";"2012";"0062073125"
"1293";"The Alexandria Link";"Steve Berry";"2007";"0345485750"
"1294";"Reboot";"Amy Tintera";"2013";"0062217070"
"1295";"Anybody Out There?";"Marian Keyes";"2006";"0061240850"
"1296";"Little Altars Everywhere";"Rebecca Wells";"1992";"0060759968"
"1297";"The Last Time They Met";"Anita Shreve";"2001";"0316713732"
"1298";"Summer Sisters";"Judy Blume";"1998";"0440243750"
"1299";"Old Man's War";"John Scalzi";"2005";"0765348276"
"1300";"Love Walked In";"Marisa de los Santos";"2005";"0452287898"
"1301";"Bared to You";"Sylvia Day";"2012";"0425263908"
"1302";"Ordinary Grace";"William Kent Krueger";"2013";"1451645821"
"1303";"Tuck Everlasting";"Natalie Babbitt";"1975";"0374480095"
"1304";"Mercy";"Julie Garwood";"2001";"0743430336"
"1305";"Embrace the Night";"Karen Chance";"2008";"0451461991"
"1306";"The Gates of Rome";"Conn Iggulden";"2002";"0440240948"
"1307";"Seating Arrangements";"Maggie Shipstead";"2012";"0307599469"
"1308";"Storm Warning";"Linda Sue Park";"2010";"0545060494"
"1309";"C is for Corpse";"Sue Grafton";"1986";"0312939019"
"1310";"Lockdown";"Alexander Gordon Smith";"2009";"0374324913"
"1311";"Gravity's Rainbow";"Thomas Pynchon";"1973";"0143039946"
"1312";"The Venetian Betrayal";"Steve Berry";"2007";"0345485777"
"1313";"The Colour of Magic";"Terry Pratchett";"1983";"0060855924"
"1314";"The Analyst";"John Katzenbach";"2002";"0552150215"
"1315";"See Me";"Nicholas Sparks";"2015";"1455520616"
"1316";"Snow Falling on Cedars";"David Guterson";"1994";"067976402X"
"1317";"True Grit";"Charles Portis";"1968";"1585673692"
"1318";"Pyongyang";"Guy Delisle";"2003";"1897299214"
"1319";"The Golden Fool";"Robin Hobb";"2002";"0553582453"
"1320";"One Summer: America 1927";"Bill Bryson";"2013";"0767919408"
"1321";"Outpost";"Ann Aguirre";"2012";"0312650094"
"1322";"Evil Star";"Anthony Horowitz";"2006";"0439679966"
"1323";"Joyland";"Stephen King";"2013";"1781162646"
"1324";"Lies";"Michael  Grant";"2010";"0061449091"
"1325";"Blue Smoke";"Nora Roberts";"2005";"0515141399"
"1326";"Fade";"Lisa McMann";"2009";"1416953582"
"1327";"Goodnight Nobody";"Jennifer Weiner";"2005";"0743470125"
"1328";"Something Wonderful";"Judith McNaught";"1988";"0671737635"
"1329";"Catch Me";"Lisa Gardner";"2012";"0525952764"
"1330";"Candy Girl";"Diablo Cody";"2005";"1592402739"
"1331";"Winter Prey";"John Sandford";"1993";"0425141233"
"1332";"Firefight";"Brandon Sanderson";"2015";"0385743580"
"1333";"Odd Apocalypse";"Dean Koontz";"2012";"0307990672"
"1334";"Ghost Story";"Jim Butcher";"2011";"045146379X"
"1335";"Finnikin of the Rock";"Melina Marchetta";"2008";"0670072818"
"1336";"Witness";"Sandra Brown";"1995";"044619154X"
"1337";"Touch the Dark";"Karen Chance";"2006";"0451460936"
"1338";"Alexander Hamilton";"Ron Chernow";"2004";"0143034758"
"1339";"The Immortal Rules";"Julie Kagawa";"2012";"0373210515"
"1340";"Collected Poems 1909-1962";"T.S. Eliot";"1963";"0151189781"
"1341";"The Dragon Reborn ";"Robert Jordan";"1991";"0765305119"
"1342";"The 158-Pound Marriage";"John Irving";"1974";"0345417968"
"1343";"Princess Mia";"Meg Cabot";"2007";"0060724617"
"1344";"The Gods of Mars";"Edgar Rice Burroughs";"1913";"0345324390"
"1345";"Knife of Dreams";"Robert Jordan";"2005";"0812577566"
"1346";"Under the Skin";"Michel Faber";"2000";"1841954802"
"1347";"The Night Watch";"Sarah Waters";"2006";"1594482306"
"1348";"Magonia";"Maria Dahvana Headley";"2015";"0062320521"
"1349";"Kill Shot";"Vince Flynn";"2012";"1416595201"
"1350";"Danger in the Shadows";"Dee Henderson";"1999";"1414310552"
"1351";"How to Be Popular";"Meg Cabot";"2006";"0060880120"
"1352";"The Stone Monkey";"Jeffery Deaver";"2002";"1410400964"
"1353";"The Brethren";"John Grisham";"2000";"0385339674"
"1354";"Sojourn (Dark Elf #3)";"R.A. Salvatore";"1990";"1560760478"
"1355";"The Reckoning";"Kelley Armstrong";"2010";"1841497126"
"1356";"Scarlet";"A.C. Gaughen";"2012";"0802723462"
"1357";"I Let You Go";"Clare Mackintosh";"2016";"0751554154"
"1358";"Slam";"Nick Hornby";"2007";"0399250484"
"1359";"Vengeance in Death";"J.D. Robb";"1997";"0749934131"
"1360";"A Piece of Cake: A Memoir";"Cupcake Brown";"2006";"1400052297"
"1361";"Poison Princess";"Kresley Cole";"2012";"1442436646"
"1362";"Underworld";"Meg Cabot";"2012";"0545415071"
"1363";"The Bazaar of Bad Dreams";"Stephen King";"2015";"1501111671"
"1364";"Timequake";"Kurt Vonnegut Jr.";"1997";"0099267543"
"1365";"The Mistake";"Elle Kennedy";"2015";"151166066X"
"1366";"Succubus Heat";"Richelle Mead";"2009";"0553820273"
"1367";"Beat the Reaper";"Josh Bazell";"2008";"0316032220"
"1368";"No Second Chance";"Harlan Coben";"2003";"0451210557"
"1369";"Asterios Polyp";"David Mazzucchelli";"2009";"0307377326"
"1370";"Flight of the Intruder";"Stephen Coonts";"1986";"1591141273"
"1371";"The Honor of the Queen";"David Weber";"1993";"0671721720"
"1372";"The Twelfth Card";"Jeffery Deaver";"2005";"0739455834"
"1373";"Waiting For You";"Susane Colasanti";"2009";"0670011304"
"1374";"Funny Girl";"Nick Hornby";"2014";"1594205418"
"1375";"Kiss the Girls";"James Patterson";"1995";"0446677388"
"1376";"Evergreen";"Belva Plain";"1978";"0440132940"
"1377";"Sweetbitter";"Stephanie Danler";"2016";"1101875941"
"1378";"Dream Warrior";"Sherrilyn Kenyon";"2009";"0749909056"
"1379";"Watermelon";"Marian Keyes";"1995";"0099489988"
"1380";"Dark Reunion";"L.J. Smith";"1991";"0061059927"
"1381";"Night Fall";"Nelson DeMille";"2004";"0446616621"
"1382";"Eat to Live";"Joel Fuhrman";"2003";"0316735507"
"1383";"Spirit Bound";"Richelle Mead";"2010";"1595142509"
"1384";"Soul of the Fire";"Terry Goodkind";"1999";"0812551494"
"1385";"Carmilla";"J. Sheridan Le Fanu";"1872";"0809510839"
"1386";"Before I Go to Sleep";"S.J. Watson";"2011";"0062060554"
"1387";"The King Beyond the Gate";"David Gemmell";"1985";"1857236653"
"1388";"Into the Still Blue";"Veronica Rossi";"2014";"0062072099"
"1389";"The Darkest Night";"Gena Showalter";"2008";"0373772467"
"1390";"In Watermelon Sugar";"Richard Brautigan";"1968";"0099437597"
"1391";"White Fang";"Jack London";"1906";"0439236193"
"1392";"Herzog";"Saul Bellow, Philip Roth";"1964";"0142437298"
"1393";"The Passion";"Jeanette Winterson";"1987";"0802135226"
"1394";"The Fall of Reach";"Eric S. Nylund";"2001";"0345451325"
"1395";"The Fiery Heart";"Richelle Mead";"2013";"1595143203"
"1396";"Captivate";"Carrie Jones";"2010";"1599903423"
"1397";"Prince of Fire";"Daniel Silva";"2005";"0451215737"
"1398";"Left Drowning";"Jessica Park";"2013";"1477817158"
"1399";"Reunion";"Meg Cabot";"2001";"0060725133"
"1400";"My Soul to Keep";"Rachel Vincent";"2010";"0373210051"
"1401";"The Sun Also Rises";"Ernest Hemingway";"1926";"0743297334"
"1402";"Touch of Frost";"Jennifer Estep";"2011";"0758266928"
"1403";"The Shadow of the Torturer";"Gene Wolfe";"1980";"0671540661"
"1404";"Americanah";"Chimamanda Ngozi Adichie";"2013";"0307271080"
"1405";"The Man from St. Petersburg";"Ken Follett";"1982";"0451208706"
"1406";"Storm Front";"Jim Butcher";"2000";"0451457811"
"1407";"The Atlantis Complex";"Eoin Colfer";"2010";"1423128192"
"1408";"Magician's Gambit";"David Eddings";"1983";"0345335457"
"1409";"Soul On Ice";"Eldridge Cleaver";"1968";"038533379X"
"1410";"Belinda";"Anne Rice, Anne Rampling";"1986";"0425176657"
"1411";"The Fourth Estate";"Jeffrey Archer";"1996";"0061092037"
"1412";"The One Tree";"Stephen R. Donaldson";"1982";"0345418476"
"1413";"Llama, Llama Red Pajama";"Anna Dewdney";"2005";"0670059838"
"1414";"Secrets of a shoe addict";"Beth Harbison";"2008";"0312348266"
"1415";"Rosemary and Rue";"Seanan McGuire";"2009";"0756405718"
"1416";"Distant Shores";"Kristin Hannah";"2002";"0345450728"
"1417";"Columbine";"Dave Cullen";"2009";"0446546933"
"1418";"The Fifth Elephant";"Terry Pratchett";"1999";"0552154229"
"1419";"The Last Straw";"Jeff Kinney";"2009";"0810970686"
"1420";"Marathon Man";"William Goldman";"1974";"0330247042"
"1421";"The Enchanted";"Rene Denfeld";"2014";"0062285505"
"1422";"The Terminal Man";"Michael Crichton";"1972";"0060092572"
"1423";"Broken";"Kelley Armstrong";"2006";"0553588184"
"1424";"Succubus Shadows ";"Richelle Mead";"2010";"0758232004"
"1425";"Saving Francesca";"Melina Marchetta";"2003";"0375829830"
"1426";"Silver Girl";"Elin Hilderbrand";"2011";"031609966X"
"1427";"The Shifting Fog";"Kate Morton";"2006";"0330448447"
"1428";"Silverthorn";"Raymond E. Feist";"1985";"0586064176"
"1429";"Misery";"Stephen King";"1987";"0450417395"
"1430";"The Lorax";"Dr. Seuss";"1971";"0679889108"
"1431";"Homer Price";"Robert McCloskey";"1942";"0140309276"
"1432";"House of Chains";"Steven Erikson";"2004";"0765348810"
"1433";"The Darkest Minds";"Alexandra Bracken";"2012";"1423157370"
"1434";"The Winner's Curse";"Marie Rutkoski";"2014";"0374384681"
"1435";"Antrax";"Terry Brooks";"2001";"0345397673"
"1436";"Darth Vader and Son";"Jeffrey Brown";"2012";"145210655X"
"1437";"Virtual Light";"William Gibson";"1993";"0140157727"
"1438";"Night World, No. 2";"L.J. Smith";"2008";"1416974512"
"1439";"The Sellout";"Paul Beatty";"2015";"0374260508"
"1440";"The Magus";"John Fowles";"1965";"0316296198"
"1441";"We Are Not Ourselves";"Matthew  Thomas";"2014";"147675666X"
"1442";"Come Home";"Lisa Scottoline";"2012";"0312380828"
"1443";"Airhead ";"Meg Cabot";"2008";"0545040523"
"1444";"Thud!";"Terry Pratchett";"2006";"0552152676"
"1445";"Rapunzel";"Paul O. Zelinsky";"1997";"0525456074"
"1446";"Strange Highways";"Dean Koontz";"1995";"0446531383"
"1447";"Night Play";"Sherrilyn Kenyon";"2004";"0312992424"
"1448";"Little Women";"Louisa May Alcott";"1868";"0451529308"
"1449";"Lost & Found";"Jacqueline Sheehan";"2007";"0061128643"
"1450";"Sad Cypress";"Agatha Christie";"1940";"0007120710"
"1451";"Heft";"Liz Moore";"2012";"0393081508"
"1452";"Entice";"Carrie Jones";"2010";"1408810441"
"1453";"Gray Mountain";"John Grisham";"2014";"038553714X"
"1454";"Ashley Bell";"Dean Koontz";"2015";"0345545966"
"1455";"A Year in the Merde";"Stephen Clarke";"2004";"1582346178"
"1456";"Pompeii";"Robert   Harris";"2003";"0812974611"
"1457";"Napalm & Silly Putty";"George Carlin";"2001";"0786887583"
"1458";"The Last Nude";"Ellis Avery";"2012";"1594488134"
"1459";"Forever Odd";"Dean Koontz";"2005";"0553588265"
"1460";"The Wednesday Wars";"Gary D. Schmidt";"2007";"0618724834"
"1461";"Requiem";"Lauren Oliver";"2013";"0062014536"
"1462";"Blue Bloods";"Melissa de la Cruz";"2006";"0786838922"
"1463";"The Long Goodbye";"Raymond Chandler";"1953";"0394757688"
"1464";"Revelation Space";"Alastair Reynolds";"2000";"0441009425"
"1465";"Return to Paradise";"Simone Elkeles";"2010";"0738718688"
"1466";"Hop on Pop";"Dr. Seuss";"1963";"0007158491"
"1467";"Sempre";"J.M. Darhower";"2014";"1456527738"
"1468";"My Life on the Road";"Gloria Steinem";"2015";"0679456201"
"1469";"The Dark Hills Divide";"Patrick Carman";"2003";"0439700930"
"1470";"The Argonauts";"Maggie Nelson";"2015";"1555977073"
"1471";"La catedral del mar";"Ildefonso Falcones";"2006";"0307376656"
"1472";"Halt's Peril";"John Flanagan";"2009";"1741663024"
"1473";"Silver Bay";"Jojo Moyes";"2007";"0340895934"
"1474";"The Rats";"James Herbert";"1974";"0333761189"
"1475";"The One";"Kiera Cass";"2014";"0062059998"
"1476";"Die for Me";"Amy Plum";"2011";"0062004018"
"1477";"Imitation in Death";"J.D. Robb";"2003";"0749934433"
"1478";"The Glass Palace";"Amitav Ghosh";"2000";"0375758771"
"1479";"Gut gegen Nordwind";"Daniel Glattauer";"2006";"3552060413"
"1480";"In One Person";"John Irving";"2012";"1451664125"
"1481";"The Ruins";"Scott B. Smith";"2006";"1400043875"
"1482";"Not Quite Dating";"Catherine Bybee";"2012";"1612187145"
"1483";"Simply Irresistible";"Jill Shalvis";"2010";"044657161X"
"1484";"Thirteen Reasons Why";"Jay Asher";"2007";"1595141715"
"1485";"The Confession";"John Grisham";"2010";"0385528043"
"1486";"Neverwhere";"Neil Gaiman";"1996";"0060557818"
"1487";"Worth Dying For";"Lee Child";"2010";"0440339340"
"1488";"The Horse Whisperer";"Nicholas Evans";"1995";"0440222656"
"1489";"Foreplay";"Sophie Jordan";"2013";"0062279874"
"1490";"Minding Frankie";"Maeve Binchy";"2010";"1409113965"
"1491";"Veil of Midnight";"Lara Adrian";"2008";"0440244498"
"1492";"The Caine Mutiny";"Herman Wouk";"1951";"0316955108"
"1493";"Anne of the Island";"L.M. Montgomery";"1915";"0553213172"
"1494";"Five on a Treasure Island ";"Enid Blyton";"1942";"0340796146"
"1495";"Devil in Winter ";"Lisa Kleypas";"2006";"006056251X"
"1496";"V.";"Thomas Pynchon";"1963";"2020418770"
"1497";"The Enemy";"Charlie Higson";"2009";"014132502X"
"1498";"Arthur & George";"Julian Barnes";"2005";"1400097037"
"1499";"The Keepsake";"Tess Gerritsen";"2008";"0345497627"
"1500";"The Emperor's Code";"Gordon Korman";"2010";"0545060486"
"1501";"Unseen";"Karin Slaughter";"2013";"0345539478"
"1502";"The Lover's Dictionary";"David Levithan";"2011";"0374193681"
"1503";"The Sweet Gum Tree";"Katherine Allred";"2005";"1419953249"
"1504";"Burmese Days";"George Orwell";"1934";"1421808307"
"1505";"The Apostle";"Brad Thor";"2009";"1416586571"
"1506";"Top Secret Twenty-One";"Janet Evanovich";"2014";"0345542924"
"1507";"The Search";"Iris Johansen";"2000";"0553589482"
"1508";"Dead Poets Society ";"N.H. Kleinbaum";"1988";"0553282980"
"1509";"New York";"Edward Rutherfurd";"2009";"0385521383"
"1510";"Princess in Love";"Meg Cabot";"2001";"0064472809"
"1511";"Bloodline";"James Rollins";"2012";"0061784796"
"1512";"Prom and Prejudice";"Elizabeth Eulberg";"2011";"0545240778"
"1513";"The Seventh Scroll";"Wilbur Smith";"1995";"0312957572"
"1514";"Dry: A Memoir";"Augusten Burroughs";"2003";"0312423799"
"1515";"Hawksong";"Amelia Atwater-Rhodes";"2003";"044023803X"
"1516";"Every Thing On It";"Shel Silverstein";"2011";"0061998168"
"1517";"How Music Works";"David Byrne";"2012";"1936365537"
"1518";"Monument 14";"Emmy Laybourne";"2012";"0312569033"
"1519";"No Rest for the Wicked";"Kresley Cole";"2006";"1416509887"
"1520";"My Year of Meats";"Ruth Ozeki";"1998";"0140280464"
"1521";"Attachments";"Rainbow Rowell";"2011";"0525951989"
"1522";"Leviathan Wakes";"James S.A. Corey";"2011";"1841499889"
"1523";"Sh*t My Dad Says";"Justin Halpern";"2010";"0061992704"
"1524";"God Help the Child";"Toni Morrison";"2014";"0307594173"
"1525";"White Night";"Jim Butcher";"2007";"0451461401"
"1526";"The Heretic Queen";"Michelle Moran";"2008";"0307381757"
"1527";"My Soul to Steal";"Rachel Vincent";"2010";"0373210272"
"1528";"In Real Life";"Cory Doctorow, Jen Wang";"2014";"1596436581"
"1529";"Shades of Midnight";"Lara Adrian";"2009";"0440245265"
"1530";"Blaze";"Richard Bachman, Stephen King";"2007";"141655484X"
"1531";"Red Rising";"Pierce Brown";"2014";"0345539788"
"1532";"Eeny Meeny";"M.J. Arlidge";"2014";"0451475496"
"1533";"A Color of His Own";"Leo Lionni";"1975";"0375836977"
"1534";"Speak";"Laurie Halse Anderson";"1999";"014131088X"
"1535";"Days with Frog and Toad";"Arnold Lobel";"1979";"0064440583"
"1536";"My Friend Dahmer";"Derf Backderf";"2012";"1419702173"
"1537";"The Ambassador's Mission";"Trudi Canavan";"2010";"0316037834"
"1538";"Keep Holding On";"Susane Colasanti";"2012";"0670012254"
"1539";"A Beautiful Wedding";"Jamie McGuire";"2013";"1476759545"
"1540";"Ship of Destiny";"Robin Hobb";"2000";"0553575651"
"1541";"March";"Geraldine Brooks";"2004";"0143036661"
"1542";"First Lord's Fury";"Jim Butcher";"2008";"044101769X"
"1543";"Horton Hears a Who!";"Dr. Seuss";"1954";"0679800034"
"1544";"Horton Hatches the Egg";"Dr. Seuss";"1940";"0007175191"
"1545";"Tramp for the Lord";"Corrie ten Boom";"1974";"0515089931"
"1546";"The Cat in the Hat";"Dr. Seuss";"1957";"039480001X"
"1547";"Live and Let Die";"Ian Fleming";"1954";"0142003239"
"1548";"Into the Wilderness";"Sara Donati";"1998";"0553578529"
"1549";"Doll Bones";"Holly Black, Eliza Wheeler";"2013";"1416963987"
"1550";"West Side Story";"Irving Shulman";"1961";"0671725661"
"1551";"Chasm City";"Alastair Reynolds";"2001";"0441010644"
"1552";"Decision Points";"George W. Bush";"2010";"0307590615"
"1553";"Fever";"Lauren DeStefano";"2012";"144240907X"
"1554";"Rules of Civility";"Amor Towles";"2011";"0670022691"
"1555";"UnSouled";"Neal Shusterman";"2013";"147111810X"
"1556";"A Raisin in the Sun";"Lorraine Hansberry";"1959";"0375508333"
"1557";"Love Bites";"Lynsay Sands";"2004";"0505525534"
"1558";"A Fraction of the Whole";"Steve Toltz";"2008";"0385521723"
"1559";"Lost Light";"Michael Connelly";"2003";"0446611638"
